contactRate,cancelSports,hybridClasses,closeFitness,tracebackDays,ctProtocol,fCompliance,sIsolationCTCompliance,sIsolationCompliance,sPhysicalDistancingCompliance,sMaskCompliance,parties,maskAllN95,dailyTests,studentFacingStaffTestingBoost,percVaccinated,cumulativeInfections,peakNumInfected,totDeath,percPeopleInfected
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,SOME,NO,200,1,0,401,199,4,0.133666667
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,SOME,NO,100,5,0,434,195,4,0.144666667
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,SOME,NO,200,5,0,376,159,2,0.125333333
HIGH,NO,NO,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,SOME,NO,100,1,0,392,161,3,0.130666667
HIGH,NO,NO,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,SOME,NO,200,1,0,380,173,4,0.126666667
HIGH,NO,NO,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,SOME,NO,100,5,0,410,187,7,0.136666667
HIGH,NO,NO,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,SOME,NO,200,5,0,331,145,3,0.110333333
HIGH,NO,NO,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,SOME,NO,100,1,0,404,177,4,0.134666667
HIGH,NO,NO,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,SOME,NO,200,1,0,355,156,4,0.118333333
HIGH,NO,NO,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,SOME,NO,100,5,0,420,165,6,0.14
HIGH,NO,NO,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,SOME,NO,200,5,0,360,167,2,0.12
HIGH,NO,NO,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,SOME,NO,100,1,0,316,192,9,0.105333333
HIGH,NO,NO,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,SOME,NO,200,1,0,323,182,1,0.107666667
HIGH,NO,NO,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,SOME,NO,100,5,0,294,179,3,0.098
HIGH,NO,NO,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,SOME,NO,200,5,0,280,155,2,0.093333333
HIGH,NO,NO,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,100,1,0,291,174,4,0.097
HIGH,NO,NO,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,200,1,0,267,165,3,0.089
HIGH,NO,NO,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,100,5,0,253,166,3,0.084333333
HIGH,NO,NO,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,200,5,0,303,177,1,0.101
HIGH,NO,NO,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,100,1,0,371,176,5,0.123666667
HIGH,NO,NO,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,200,1,0,414,190,3,0.138
HIGH,NO,NO,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,100,5,0,365,198,3,0.121666667
HIGH,NO,NO,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,200,5,0,387,150,5,0.129
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,100,1,0,377,184,5,0.125666667
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,200,1,0,328,183,1,0.109333333
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,100,5,0,321,157,4,0.107
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,200,5,0,295,162,4,0.098333333
HIGH,NO,NO,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,100,1,0,289,174,1,0.096333333
HIGH,NO,NO,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,200,1,0,277,163,2,0.092333333
HIGH,NO,NO,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,100,5,0,278,177,1,0.092666667
HIGH,NO,NO,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,200,5,0,259,160,5,0.086333333
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,100,1,0,254,149,5,0.084666667
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,200,1,0,323,201,5,0.107666667
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,100,5,0,289,174,5,0.096333333
HIGH,NO,NO,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,200,5,0,230,163,2,0.076666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,NONE,YES,100,1,0,327,169,3,0.109
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,NONE,YES,200,1,0,383,181,6,0.127666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,NONE,YES,100,5,0,342,168,4,0.114
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,NONE,YES,200,5,0,358,177,3,0.119333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,100,1,0,389,148,3,0.129666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,200,1,0,390,174,2,0.13
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,100,5,0,355,153,7,0.118333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,200,5,0,323,182,5,0.107666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,100,1,0,228,164,8,0.076
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,200,1,0,232,147,7,0.077333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,100,5,0,261,176,2,0.087
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,200,5,0,231,159,2,0.077
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,100,1,0,265,161,1,0.088333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,200,1,0,236,158,2,0.078666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,100,5,0,233,157,1,0.077666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,200,5,0,224,161,2,0.074666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,100,1,0,317,175,3,0.105666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,200,1,0,294,159,3,0.098
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,100,5,0,391,169,2,0.130333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,200,5,0,358,157,4,0.119333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,100,1,0,287,161,0,0.095666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,200,1,0,307,196,1,0.102333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,100,5,0,266,174,6,0.088666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,200,5,0,278,170,1,0.092666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,100,1,0,208,152,1,0.069333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,200,1,0,194,142,1,0.064666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,100,5,0,213,148,2,0.071
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,200,5,0,222,162,1,0.074
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,100,1,0,223,171,2,0.074333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,200,1,0,216,149,3,0.072
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,100,5,0,237,178,2,0.079
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,200,5,0,248,177,1,0.082666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,100,1,0,256,175,0,0.085333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,200,1,0,240,150,4,0.08
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,100,5,0,227,140,0,0.075666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,200,5,0,256,181,5,0.085333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,100,1,0,259,177,5,0.086333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,200,1,0,237,149,5,0.079
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,100,5,0,254,177,3,0.084666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,200,5,0,242,162,3,0.080666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,100,1,0,216,155,2,0.072
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,200,1,0,218,168,2,0.072666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,100,5,0,243,171,4,0.081
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,200,5,0,219,146,4,0.073
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,100,1,0,203,155,3,0.067666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,200,1,0,208,131,4,0.069333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,100,5,0,196,136,1,0.065333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,200,5,0,227,158,4,0.075666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,100,1,0,235,154,2,0.078333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,200,1,0,274,162,2,0.091333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,100,5,0,265,174,0,0.088333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,200,5,0,253,160,3,0.084333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,100,1,0,269,171,4,0.089666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,200,1,0,238,179,1,0.079333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,100,5,0,244,174,2,0.081333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,200,5,0,254,165,1,0.084666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,100,1,0,223,176,5,0.074333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,200,1,0,230,179,2,0.076666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,100,5,0,243,185,5,0.081
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,200,5,0,220,165,3,0.073333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,100,1,0,204,155,4,0.068
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,200,1,0,223,152,3,0.074333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,100,5,0,244,179,6,0.081333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,200,5,0,210,159,1,0.07
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,SOME,YES,100,1,0,397,201,5,0.132333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,SOME,YES,200,1,0,372,167,5,0.124
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,SOME,YES,100,5,0,390,196,4,0.13
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,SOME,YES,200,5,0,359,184,1,0.119666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,100,1,0,351,160,5,0.117
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,200,1,0,412,205,8,0.137333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,100,5,0,335,184,4,0.111666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,200,5,0,357,182,6,0.119
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,100,1,0,260,173,0,0.086666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,200,1,0,239,165,0,0.079666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,100,5,0,227,168,1,0.075666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,200,5,0,222,154,4,0.074
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,100,1,0,226,154,3,0.075333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,200,1,0,252,167,5,0.084
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,100,5,0,227,160,0,0.075666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,200,5,0,232,156,3,0.077333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,100,1,0,339,180,2,0.113
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,200,1,0,319,161,7,0.106333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,100,5,0,336,177,6,0.112
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,200,5,0,304,166,5,0.101333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,100,1,0,253,167,5,0.084333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,200,1,0,272,176,4,0.090666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,100,5,0,237,156,4,0.079
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,200,5,0,258,150,4,0.086
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,100,1,0,216,148,2,0.072
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,200,1,0,238,164,0,0.079333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,100,5,0,241,167,3,0.080333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,200,5,0,263,170,3,0.087666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,100,1,0,212,148,3,0.070666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,200,1,0,216,149,2,0.072
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,100,5,0,221,159,2,0.073666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,200,5,0,219,156,1,0.073
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,SOME,YES,100,1,0,259,185,1,0.086333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,SOME,YES,200,1,0,258,159,3,0.086
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,SOME,YES,100,5,0,234,160,3,0.078
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,SOME,YES,200,5,0,245,170,3,0.081666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,SOME,YES,100,1,0,231,162,1,0.077
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,SOME,YES,200,1,0,253,165,6,0.084333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,SOME,YES,100,5,0,276,175,6,0.092
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,SOME,YES,200,5,0,284,182,6,0.094666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,SOME,YES,100,1,0,197,147,0,0.065666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,SOME,YES,200,1,0,200,133,2,0.066666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,SOME,YES,100,5,0,232,165,1,0.077333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,SOME,YES,200,5,0,209,149,1,0.069666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,SOME,YES,100,1,0,214,149,1,0.071333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,SOME,YES,200,1,0,203,144,3,0.067666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,SOME,YES,100,5,0,237,169,0,0.079
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,SOME,YES,200,5,0,215,163,2,0.071666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,SOME,YES,100,1,0,229,152,1,0.076333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,SOME,YES,200,1,0,241,154,4,0.080333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,SOME,YES,100,5,0,236,166,3,0.078666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,LOW,SOME,YES,200,5,0,262,159,1,0.087333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,SOME,YES,100,1,0,255,168,4,0.085
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,SOME,YES,200,1,0,274,176,1,0.091333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,SOME,YES,100,5,0,256,169,2,0.085333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,LOW,SOME,YES,200,5,0,235,160,2,0.078333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,SOME,YES,100,1,0,212,128,1,0.070666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,SOME,YES,200,1,0,218,155,3,0.072666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,SOME,YES,100,5,0,209,148,7,0.069666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,HIGH,HIGH,SOME,YES,200,5,0,207,152,4,0.069
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,YES,100,1,0,220,169,3,0.073333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,YES,200,1,0,198,141,3,0.066
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,YES,100,5,0,218,166,5,0.072666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,YES,200,5,0,225,171,1,0.075
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,NONE,NO,100,1,0,975,196,6,0.325
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,NONE,NO,200,1,0,790,223,9,0.263333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,NONE,NO,100,5,0,822,195,12,0.274
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,LOW,NONE,NO,200,5,0,816,191,7,0.272
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,NONE,NO,100,1,0,780,194,7,0.26
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,NONE,NO,200,1,0,795,201,9,0.265
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,NONE,NO,100,5,0,818,196,2,0.272666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,LOW,NONE,NO,200,5,0,657,183,5,0.219
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,NONE,NO,100,1,0,637,189,14,0.212333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,NONE,NO,200,1,0,526,179,2,0.175333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,NONE,NO,100,5,0,441,204,7,0.147
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,LOW,HIGH,NONE,NO,200,5,0,559,172,6,0.186333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,NONE,NO,100,1,0,394,177,4,0.131333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,NONE,NO,200,1,0,439,175,4,0.146333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,NONE,NO,100,5,0,594,190,4,0.198
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,LOW,HIGH,NONE,NO,200,5,0,365,165,5,0.121666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,100,1,0,770,214,8,0.256666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,200,1,0,676,172,6,0.225333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,100,5,0,726,211,8,0.242
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,200,5,0,707,206,9,0.235666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,100,1,0,614,184,7,0.204666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,200,1,0,574,195,1,0.191333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,100,5,0,584,196,7,0.194666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,200,5,0,604,189,7,0.201333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,100,1,0,340,172,5,0.113333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,200,1,0,502,194,4,0.167333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,100,5,0,461,197,5,0.153666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,200,5,0,363,191,5,0.121
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,100,1,0,376,192,4,0.125333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,200,1,0,399,199,4,0.133
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,100,5,0,315,167,8,0.105
HIGH,NO,YES,NO,7,1,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,200,5,0,393,184,4,0.131
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,100,1,0,366,178,7,0.122
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,200,1,0,350,174,1,0.116666667
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,100,5,0,441,191,4,0.147
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,200,5,0,332,179,4,0.110666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,100,1,0,446,168,6,0.148666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,200,1,0,376,159,6,0.125333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,100,5,0,371,155,3,0.123666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,200,5,0,348,166,4,0.116
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,100,1,0,253,137,3,0.084333333
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,200,1,0,321,189,4,0.107
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,100,5,0,294,171,1,0.098
HIGH,NO,YES,NO,7,1,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,200,5,0,248,157,3,0.082666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,100,1,0,288,160,5,0.096
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,200,1,0,241,153,1,0.080333333
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,100,5,0,296,174,3,0.098666667
HIGH,NO,YES,NO,7,1,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,200,5,0,235,144,4,0.078333333
